ObjectId,MeetingType,MeetingDate,Voter,Resolution,Vote,Result
335,Special Meeting of Council,8/13/2020,Lisa Kearns,"Authorize the Director of Transit to implement a bus cleaning pilot program for 12 months, starting as soon as possible as outlined in transit department report TR-07-20; and
Direct the Director of Transit to issue an RFI for transit cleaning services to provide a market comparison of outsourcing and insourcing bus cleaning and refueling options and report back to the Community Planning, Regulation and Mobility Committee on the results of the pilot program in Q4 of 2021.",Yes,CARRIED
336,Special Meeting of Council,8/13/2020,Lisa Kearns," Direct the City Manager to proceed with implementing the interim service delivery program recommendations as outlined in Appendix A and B of city managers office report CM-20-20 outlining recreation & community facilities and use of indoor pools  recreation services, respectively, while considering potential partnerships with the private sector to provide potential cost savings; and
Receive and file Appendix C of city managers office report CM-20-20 providing an update to the interim service delivery modifications for Halton Court Services  legal services and City Hall/Sims Square public & staff re-entry; and
Receive and file Appendices D, E, F and G of city managers office report CM-20-20 providing interim service delivery modifications for Tourism Burlington, the Museums of Burlington, the Art Gallery of Burlington and Burlington Public Library, respectively; and
Direct the Chief Financial Officer to track and monitor the financial implications of the above service delivery program changes in the ongoing COVID-19 financial impact reporting to Council; and
Direct the Executive Director of Environment, Infrastructure and Community Services to provide a 25% reduction in fees for all city rental users, to include both for-profit and not-for-profit organizations, for the fall season with the opportunity for review and extension prior to the winter season as a COVID-19 emergency response; and
Direct the Executive Director of Environment, Infrastructure and Community Services to add $25,000 to the fee assistance program for individuals, and report back prior to the winter season on the balance of the funding available.",Yes,CARRIED
337,Special Meeting of Council,8/13/2020,Lisa Kearns,"Approve the amendment to Procedure By-law 04-2020, as amended, outlined in Appendix A, to allow for electronic meetings to occur without a declaration of an emergency.",Yes,CARRIED
338,Special Meeting of Council,8/13/2020,Lisa Kearns,Amend the definition of Enclosed Common Area by removing  the wording meeting rooms or other common use facilities and adding the wording or mailrooms.,Yes,CARRIED
339,Special Meeting of Council,8/13/2020,Rory Nisan,"Approve the amendment to By-law 62-2020, otherwise known as the COVID-19 Mask By-law, to regulate the requirement of wearing of masks or other face coverings within enclosed common areas of apartment and condominium buildings and to extend the expiry date of the by-law to January 31, 2021, as attached as Appendix A in a form satisfactory to the City Solicitor; and
Remove the wording meeting rooms or other common use facilities and add the wording or mailrooms to the definition of Enclosed Common Area; and
Approve the amendment to By-law 17-2020, otherwise known as the COVID-19 Physical Distancing By-law, to provide an expiry date of January 31, 2021, as attached as Appendix B in a form satisfactory to the City Solicitor.",Yes,CARRIED
340,Special Meeting of Council,8/13/2020,Rory Nisan,"Enact and pass the following by-laws which are now introduced, entitled and numbered as indicated below:",Yes,CARRIED
341,Special Meeting of Council,8/13/2020,Rory Nisan,"Receive and file Burlington Economic Development Corporation report BEDC-05-20 regarding Main Street Business Support; and

Direct the Chief Financial Officer to earmark $125,000 in funds as a COVID-19 expense to support main street business and complement the Digital Main Street and Provincial Safe Restart COVID-19 programs; and

Request that the Region of Halton match the City of Burlingtons contribution of $125,000 and earmark these funds to support main street businesses in Burlington; and

Request that Burlington Economic Development work with City of Burlington to recommend a Main Street Business Support Program and appropriate delivery partners, subject to receiving details on the Provincial Safe Restart COVID-19 program and a suitable program being permitted under municipal legislation; and

Direct the Executive Director of Burlington Economic Development to report back verbally to Council on the next steps during the September COVID-19 update, in keeping with the above recommendations; and

Approve an additional $125,000 be earmarked for an immediate and timely small business relief grant program for COVID 19 reopening costs. The grant program is subject to criteria to be defined to ensure broad equality and eligibility that meets the intent of the Municipal Act to prevent municipalities from giving unfair assistance to business to the detriment of the local taxpayers and competing businesses, and not contingent on funding from Halton Region; and

Request that the Region of Halton match the City of Burlingtons additional contribution of $125,000 for an immediate and timely small business relief grant program for COVID 19 reopening costs; and

Direct the Mayor to work with Council, Team Burlington and Burlington Economic Recovery Network on an advocacy campaign to the Province and the Region regarding funding for small business relief, including a resolution to the Council meeting on Thursday August 13, 2020.",Yes,CARRIED
342,Special Meeting of Council,8/13/2020,Rory Nisan,"Whereas Members of Burlingtons small business community have identified plummeting consumer confidence as a key concern through Phase 3 of Halton Regions re-opening; and
Whereas The City of Burlington recognizes the need for local interventions to assist and incentivize the successful reopening of Burlingtons small business community; and
Whereas The City of Burlington is committed to a main street support program that will provide immediate and timely support to Burlingtons most vulnerable corporate citizens; and
Whereas The City of Burlington recognizes the value that programs like Provincial Safe Restart and Digital Main Street can provide to assist Burlingtons small businesses with supports; and
Whereas The City of Burlington, in partnership with Team Burlington and BERN will lead an advocacy campaign to request that Halton Region and other upper-tier governments commit matching funds to Burlingtons local business supports interventions; and
Whereas Team Burlington and its member organizations are committed partners with the City in the promotion and communications of a Burlington Small Business Supports program which ensures ensure broad equitability and clearly defined eligibility requirements; and
Whereas The City of Burlington is supportive of a delivery model for local Small Business Supports that is compliant and does not interfere with the intent of Section 106 of the Municipal Act, 2001. However, this provision in The Act is currently a barrier to the crafting and implementation of a locally sensitive support program that is responsive to both the local business communitys and the municipalitys priorities and needs. This constraint is not unique to Burlington; it currently affects all municipalities across Ontario who are looking to target financial relief to businesses to mitigate the adverse economic impacts of COVID-19; and
Whereas Municipalities must be able to effectively direct relief to their business community members to support recovery and now require additional flexibility to tailor economic relief and funding programs to those businesses most in need. A commitment on the part of the Government of Ontario to relax the current Section 106 Municipal Act, 2001 (Anti-bonusing) restrictions is an essential pandemic response and will be key to the successful re-opening and economic recovery of the provinces economy;
Now therefore be it resolved that the Province of Ontario provide flexibility to lower tier levels of government at the municipal and regional level to support local businesses through the economy recovery and restart associated with Covid-19 via emergency support programs measures such as grants or other financial aid to local business without violating of anti-bonusing provisions of the Municipal Act; and
That a copy of this resolution be forwarded to the Premier of Ontario, Doug Ford, Stephen Clark the Minister of Municipal Affairs and Housing, along with MPPs Jane McKenna, Effie Triantafilopoulos and Parm Gill, Halton Region, Association of Municipalities of Ontario AMO, Ontario Big City Mayors OBCM (formerly LUMCO), Burlington Economic Recovery Network (BERN) and Team Burlington.",Yes,CARRIED
343,Special Meeting of Council,8/13/2020,Rory Nisan,"Authorize the Director of Transit to implement a bus cleaning pilot program for 12 months, starting as soon as possible as outlined in transit department report TR-07-20; and
Direct the Director of Transit to issue an RFI for transit cleaning services to provide a market comparison of outsourcing and insourcing bus cleaning and refueling options and report back to the Community Planning, Regulation and Mobility Committee on the results of the pilot program in Q4 of 2021.",Yes,CARRIED
344,Special Meeting of Council,8/13/2020,Rory Nisan," Direct the City Manager to proceed with implementing the interim service delivery program recommendations as outlined in Appendix A and B of city managers office report CM-20-20 outlining recreation & community facilities and use of indoor pools  recreation services, respectively, while considering potential partnerships with the private sector to provide potential cost savings; and
Receive and file Appendix C of city managers office report CM-20-20 providing an update to the interim service delivery modifications for Halton Court Services  legal services and City Hall/Sims Square public & staff re-entry; and
Receive and file Appendices D, E, F and G of city managers office report CM-20-20 providing interim service delivery modifications for Tourism Burlington, the Museums of Burlington, the Art Gallery of Burlington and Burlington Public Library, respectively; and
Direct the Chief Financial Officer to track and monitor the financial implications of the above service delivery program changes in the ongoing COVID-19 financial impact reporting to Council; and
Direct the Executive Director of Environment, Infrastructure and Community Services to provide a 25% reduction in fees for all city rental users, to include both for-profit and not-for-profit organizations, for the fall season with the opportunity for review and extension prior to the winter season as a COVID-19 emergency response; and
Direct the Executive Director of Environment, Infrastructure and Community Services to add $25,000 to the fee assistance program for individuals, and report back prior to the winter season on the balance of the funding available.",Yes,CARRIED
345,Special Meeting of Council,8/13/2020,Rory Nisan,"Approve the amendment to Procedure By-law 04-2020, as amended, outlined in Appendix A, to allow for electronic meetings to occur without a declaration of an emergency.",Yes,CARRIED
346,Special Meeting of Council,8/13/2020,Rory Nisan,Amend the definition of Enclosed Common Area by removing  the wording meeting rooms or other common use facilities and adding the wording or mailrooms.,Yes,CARRIED
347,Special Meeting of Council,8/13/2020,Shawna Stolte,"Approve the amendment to By-law 62-2020, otherwise known as the COVID-19 Mask By-law, to regulate the requirement of wearing of masks or other face coverings within enclosed common areas of apartment and condominium buildings and to extend the expiry date of the by-law to January 31, 2021, as attached as Appendix A in a form satisfactory to the City Solicitor; and
Remove the wording meeting rooms or other common use facilities and add the wording or mailrooms to the definition of Enclosed Common Area; and
Approve the amendment to By-law 17-2020, otherwise known as the COVID-19 Physical Distancing By-law, to provide an expiry date of January 31, 2021, as attached as Appendix B in a form satisfactory to the City Solicitor.",Yes,CARRIED
348,Special Meeting of Council,8/13/2020,Shawna Stolte,"Enact and pass the following by-laws which are now introduced, entitled and numbered as indicated below:",Yes,CARRIED
349,Special Meeting of Council,8/13/2020,Shawna Stolte,"Receive and file Burlington Economic Development Corporation report BEDC-05-20 regarding Main Street Business Support; and

Direct the Chief Financial Officer to earmark $125,000 in funds as a COVID-19 expense to support main street business and complement the Digital Main Street and Provincial Safe Restart COVID-19 programs; and

Request that the Region of Halton match the City of Burlingtons contribution of $125,000 and earmark these funds to support main street businesses in Burlington; and

Request that Burlington Economic Development work with City of Burlington to recommend a Main Street Business Support Program and appropriate delivery partners, subject to receiving details on the Provincial Safe Restart COVID-19 program and a suitable program being permitted under municipal legislation; and

Direct the Executive Director of Burlington Economic Development to report back verbally to Council on the next steps during the September COVID-19 update, in keeping with the above recommendations; and

Approve an additional $125,000 be earmarked for an immediate and timely small business relief grant program for COVID 19 reopening costs. The grant program is subject to criteria to be defined to ensure broad equality and eligibility that meets the intent of the Municipal Act to prevent municipalities from giving unfair assistance to business to the detriment of the local taxpayers and competing businesses, and not contingent on funding from Halton Region; and

Request that the Region of Halton match the City of Burlingtons additional contribution of $125,000 for an immediate and timely small business relief grant program for COVID 19 reopening costs; and

Direct the Mayor to work with Council, Team Burlington and Burlington Economic Recovery Network on an advocacy campaign to the Province and the Region regarding funding for small business relief, including a resolution to the Council meeting on Thursday August 13, 2020.",Yes,CARRIED
350,Special Meeting of Council,8/13/2020,Shawna Stolte,"Whereas Members of Burlingtons small business community have identified plummeting consumer confidence as a key concern through Phase 3 of Halton Regions re-opening; and
Whereas The City of Burlington recognizes the need for local interventions to assist and incentivize the successful reopening of Burlingtons small business community; and
Whereas The City of Burlington is committed to a main street support program that will provide immediate and timely support to Burlingtons most vulnerable corporate citizens; and
Whereas The City of Burlington recognizes the value that programs like Provincial Safe Restart and Digital Main Street can provide to assist Burlingtons small businesses with supports; and
Whereas The City of Burlington, in partnership with Team Burlington and BERN will lead an advocacy campaign to request that Halton Region and other upper-tier governments commit matching funds to Burlingtons local business supports interventions; and
Whereas Team Burlington and its member organizations are committed partners with the City in the promotion and communications of a Burlington Small Business Supports program which ensures ensure broad equitability and clearly defined eligibility requirements; and
Whereas The City of Burlington is supportive of a delivery model for local Small Business Supports that is compliant and does not interfere with the intent of Section 106 of the Municipal Act, 2001. However, this provision in The Act is currently a barrier to the crafting and implementation of a locally sensitive support program that is responsive to both the local business communitys and the municipalitys priorities and needs. This constraint is not unique to Burlington; it currently affects all municipalities across Ontario who are looking to target financial relief to businesses to mitigate the adverse economic impacts of COVID-19; and
Whereas Municipalities must be able to effectively direct relief to their business community members to support recovery and now require additional flexibility to tailor economic relief and funding programs to those businesses most in need. A commitment on the part of the Government of Ontario to relax the current Section 106 Municipal Act, 2001 (Anti-bonusing) restrictions is an essential pandemic response and will be key to the successful re-opening and economic recovery of the provinces economy;
Now therefore be it resolved that the Province of Ontario provide flexibility to lower tier levels of government at the municipal and regional level to support local businesses through the economy recovery and restart associated with Covid-19 via emergency support programs measures such as grants or other financial aid to local business without violating of anti-bonusing provisions of the Municipal Act; and
That a copy of this resolution be forwarded to the Premier of Ontario, Doug Ford, Stephen Clark the Minister of Municipal Affairs and Housing, along with MPPs Jane McKenna, Effie Triantafilopoulos and Parm Gill, Halton Region, Association of Municipalities of Ontario AMO, Ontario Big City Mayors OBCM (formerly LUMCO), Burlington Economic Recovery Network (BERN) and Team Burlington.",Yes,CARRIED
351,Special Meeting of Council,6/18/2020,Angelo Bentivegna,"Direct the Director of Community Planning to initiate an Expression of Interest process, in partnership with the Burlington Downtown Business Association to implement a plan for the use of municipal lands downtown for temporary restaurant patios and/or temporary retail space; and
Authorize the Executive Director of Community Planning, Regulation and Mobility, working in consultation with the Director of Transportation, to approve temporary restaurant patios and/or temporary retail space on municipal lands in downtown Burlington, subject to such criteria and conditions as staff deem appropriate; and
Authorize the Executive Director of Legal Services and Corporation Counsel, working in consultation with the Executive Director of Community Planning, Regulation and Mobility, to approve license agreements or such other agreements as may be required to permit the temporary use of municipal lands for approved restaurant patios and/or approved retail space; and
Enact the by-law attached as Appendix A to community planning department report PL-37-20 to authorize the Director of Transportation to temporarily restrict the common law right of passage for vehicles over certain portions of streets within downtown Burlington to facilitate the installation of temporary restaurant patios and/or temporary retail space; and
Authorize the Executive Director of Community Planning, Regulation and Mobility to execute any documents and agreements necessary to implement the recommendations set out in community planning department report PL-37-20; and
Authorize City staff to grant such other approvals, consents or other authorizations and authorize City staff to take any such other steps as may from time to time be required to implement the recommendations set out in community planning department report PL-37-20; and
Endorse that approvals for any temporary patios and/or temporary retail space as contemplated in community planning report PL-37-20 shall expire no later than January 1, 2021; and
Direct the Director of Community Planning to waive the $250 processing fee; and
Direct the Director of Transportation Services to include the following street closures to support temporary patio and retail sales for COVID-19 recovery in downtown Burlington: 

The establishment of patios on Brant Street sidewalks, from Elgin Street to Lakeshore Road, on the west side of the street, and the subsequent removal of on-street parking with pedestrian movements to be accommodated through the on-street parking lane
The establishment of patios on John Street sidewalks, from Pine Street to Lakeshore Road, on the east side of the street, and the subsequent removal of on-street parking with pedestrian movements to be accommodated through the on-street parking lane 
The establishment of patios/extended patios on the sidewalk on the north portion of Lakeshore Road, from Martha Street to Nelson Avenue, and the subsequent closure of the westbound curb lane.
",Yes,CARRIED
352,Special Meeting of Council,7/9/2020,Marianne Meed Ward,"Direct the City Manager to proceed with implementing the interim service delivery program recommendations as outlined in Appendix A and B of city managers office report CM-18-20 related to adult and older adult programming and festival and events  recreation services respectively; and

Receive and file Appendix C of city managers office report CM-18-20 providing interim service delivery modifications approved by the Burlington Leadership Team, Emergency Control Group and/or service leads for park ambassadors  recreation services; and

Receive and file Appendix D of city managers office report CM-18-20 providing interim service delivery modifications approved by the library board for the Burlington Public Library; and

Receive and file Appendix E and F of city managers office report CM-18-20 providing interim service delivery modifications for the Burlington Art Gallery and the Burlington Performing Arts Centre respectively; and

Direct the Chief Financial Officer to track and monitor the financial implications of the above service delivery program changes in the ongoing COVID-19 financial impact reporting to Council.",Yes,CARRIED
353,Special Meeting of Council,7/9/2020,Marianne Meed Ward,"Direct the Executive Director of Environment, Infrastructure and Community Services to implement the short-term strategy to manage beach user capacity and parking at Beachway Park as part of the City of Burlington COVID-19 emergency response, charging the associated costs to the COVID-19 account; and
Direct the Executive Director of Environment, Infrastructure and Community Services to work with the Region of Halton to investigate opportunities to implement reserved, paid parking at Beachway Park and report to council by March 2021 on options.",Yes,CARRIED
354,Special Meeting of Council,7/9/2020,Marianne Meed Ward,Waive the rules of procedure to bring forward Item 5.2 (CSSRA-05-20) without notice.,Yes,CARRIED
355,Special Meeting of Council,7/9/2020,Kelvin Galbraith,"Direct the City Manager to proceed with implementing the interim service delivery program recommendations as outlined in Appendix A and B of city managers office report CM-18-20 related to adult and older adult programming and festival and events  recreation services respectively; and

Receive and file Appendix C of city managers office report CM-18-20 providing interim service delivery modifications approved by the Burlington Leadership Team, Emergency Control Group and/or service leads for park ambassadors  recreation services; and

Receive and file Appendix D of city managers office report CM-18-20 providing interim service delivery modifications approved by the library board for the Burlington Public Library; and

Receive and file Appendix E and F of city managers office report CM-18-20 providing interim service delivery modifications for the Burlington Art Gallery and the Burlington Performing Arts Centre respectively; and

Direct the Chief Financial Officer to track and monitor the financial implications of the above service delivery program changes in the ongoing COVID-19 financial impact reporting to Council.",Yes,CARRIED
356,Special Meeting of Council,7/9/2020,Kelvin Galbraith,"Direct the Executive Director of Environment, Infrastructure and Community Services to implement the short-term strategy to manage beach user capacity and parking at Beachway Park as part of the City of Burlington COVID-19 emergency response, charging the associated costs to the COVID-19 account; and
Direct the Executive Director of Environment, Infrastructure and Community Services to work with the Region of Halton to investigate opportunities to implement reserved, paid parking at Beachway Park and report to council by March 2021 on options.",Yes,CARRIED
357,Special Meeting of Council,7/9/2020,Kelvin Galbraith,Waive the rules of procedure to bring forward Item 5.2 (CSSRA-05-20) without notice.,Yes,CARRIED
358,Special Meeting of Council,7/9/2020,Lisa Kearns,"Direct the City Manager to proceed with implementing the interim service delivery program recommendations as outlined in Appendix A and B of city managers office report CM-18-20 related to adult and older adult programming and festival and events  recreation services respectively; and

Receive and file Appendix C of city managers office report CM-18-20 providing interim service delivery modifications approved by the Burlington Leadership Team, Emergency Control Group and/or service leads for park ambassadors  recreation services; and

Receive and file Appendix D of city managers office report CM-18-20 providing interim service delivery modifications approved by the library board for the Burlington Public Library; and

Receive and file Appendix E and F of city managers office report CM-18-20 providing interim service delivery modifications for the Burlington Art Gallery and the Burlington Performing Arts Centre respectively; and

Direct the Chief Financial Officer to track and monitor the financial implications of the above service delivery program changes in the ongoing COVID-19 financial impact reporting to Council.",Yes,CARRIED
359,Special Meeting of Council,7/9/2020,Lisa Kearns,"Direct the Executive Director of Environment, Infrastructure and Community Services to implement the short-term strategy to manage beach user capacity and parking at Beachway Park as part of the City of Burlington COVID-19 emergency response, charging the associated costs to the COVID-19 account; and
Direct the Executive Director of Environment, Infrastructure and Community Services to work with the Region of Halton to investigate opportunities to implement reserved, paid parking at Beachway Park and report to council by March 2021 on options.",Yes,CARRIED
360,Special Meeting of Council,7/9/2020,Lisa Kearns,Waive the rules of procedure to bring forward Item 5.2 (CSSRA-05-20) without notice.,Yes,CARRIED
361,Special Meeting of Council,7/9/2020,Rory Nisan,"Direct the City Manager to proceed with implementing the interim service delivery program recommendations as outlined in Appendix A and B of city managers office report CM-18-20 related to adult and older adult programming and festival and events  recreation services respectively; and

Receive and file Appendix C of city managers office report CM-18-20 providing interim service delivery modifications approved by the Burlington Leadership Team, Emergency Control Group and/or service leads for park ambassadors  recreation services; and

Receive and file Appendix D of city managers office report CM-18-20 providing interim service delivery modifications approved by the library board for the Burlington Public Library; and

Receive and file Appendix E and F of city managers office report CM-18-20 providing interim service delivery modifications for the Burlington Art Gallery and the Burlington Performing Arts Centre respectively; and

Direct the Chief Financial Officer to track and monitor the financial implications of the above service delivery program changes in the ongoing COVID-19 financial impact reporting to Council.",Yes,CARRIED
362,Special Meeting of Council,7/9/2020,Rory Nisan,"Direct the Executive Director of Environment, Infrastructure and Community Services to implement the short-term strategy to manage beach user capacity and parking at Beachway Park as part of the City of Burlington COVID-19 emergency response, charging the associated costs to the COVID-19 account; and
Direct the Executive Director of Environment, Infrastructure and Community Services to work with the Region of Halton to investigate opportunities to implement reserved, paid parking at Beachway Park and report to council by March 2021 on options.",Yes,CARRIED
363,Special Meeting of Council,7/9/2020,Rory Nisan,Waive the rules of procedure to bring forward Item 5.2 (CSSRA-05-20) without notice.,Yes,CARRIED
364,Special Meeting of Council,7/9/2020,Shawna Stolte,"Direct the City Manager to proceed with implementing the interim service delivery program recommendations as outlined in Appendix A and B of city managers office report CM-18-20 related to adult and older adult programming and festival and events  recreation services respectively; and

Receive and file Appendix C of city managers office report CM-18-20 providing interim service delivery modifications approved by the Burlington Leadership Team, Emergency Control Group and/or service leads for park ambassadors  recreation services; and

Receive and file Appendix D of city managers office report CM-18-20 providing interim service delivery modifications approved by the library board for the Burlington Public Library; and

Receive and file Appendix E and F of city managers office report CM-18-20 providing interim service delivery modifications for the Burlington Art Gallery and the Burlington Performing Arts Centre respectively; and

Direct the Chief Financial Officer to track and monitor the financial implications of the above service delivery program changes in the ongoing COVID-19 financial impact reporting to Council.",Yes,CARRIED
365,Special Meeting of Council,7/9/2020,Shawna Stolte,"Direct the Executive Director of Environment, Infrastructure and Community Services to implement the short-term strategy to manage beach user capacity and parking at Beachway Park as part of the City of Burlington COVID-19 emergency response, charging the associated costs to the COVID-19 account; and
Direct the Executive Director of Environment, Infrastructure and Community Services to work with the Region of Halton to investigate opportunities to implement reserved, paid parking at Beachway Park and report to council by March 2021 on options.",Yes,CARRIED
366,Special Meeting of Council,7/9/2020,Shawna Stolte,Waive the rules of procedure to bring forward Item 5.2 (CSSRA-05-20) without notice.,Yes,CARRIED
367,Special Meeting of Council,7/9/2020,Paul Sharman,Waive the rules of procedure to bring forward Item 5.2 (CSSRA-05-20) without notice.,Yes,CARRIED
368,Special Meeting of Council,7/9/2020,Paul Sharman,"Direct the City Manager to proceed with implementing the interim service delivery program recommendations as outlined in Appendix A and B of city managers office report CM-18-20 related to adult and older adult programming and festival and events  recreation services respectively; and

Receive and file Appendix C of city managers office report CM-18-20 providing interim service delivery modifications approved by the Burlington Leadership Team, Emergency Control Group and/or service leads for park ambassadors  recreation services; and

Receive and file Appendix D of city managers office report CM-18-20 providing interim service delivery modifications approved by the library board for the Burlington Public Library; and

Receive and file Appendix E and F of city managers office report CM-18-20 providing interim service delivery modifications for the Burlington Art Gallery and the Burlington Performing Arts Centre respectively; and

Direct the Chief Financial Officer to track and monitor the financial implications of the above service delivery program changes in the ongoing COVID-19 financial impact reporting to Council.",Yes,CARRIED
369,Special Meeting of Council,7/9/2020,Paul Sharman,"Direct the Executive Director of Environment, Infrastructure and Community Services to implement the short-term strategy to manage beach user capacity and parking at Beachway Park as part of the City of Burlington COVID-19 emergency response, charging the associated costs to the COVID-19 account; and
Direct the Executive Director of Environment, Infrastructure and Community Services to work with the Region of Halton to investigate opportunities to implement reserved, paid parking at Beachway Park and report to council by March 2021 on options.",Yes,CARRIED
370,Special Meeting of Council,7/9/2020,Angelo Bentivegna,"Direct the City Manager to proceed with implementing the interim service delivery program recommendations as outlined in Appendix A and B of city managers office report CM-18-20 related to adult and older adult programming and festival and events  recreation services respectively; and

Receive and file Appendix C of city managers office report CM-18-20 providing interim service delivery modifications approved by the Burlington Leadership Team, Emergency Control Group and/or service leads for park ambassadors  recreation services; and

Receive and file Appendix D of city managers office report CM-18-20 providing interim service delivery modifications approved by the library board for the Burlington Public Library; and

Receive and file Appendix E and F of city managers office report CM-18-20 providing interim service delivery modifications for the Burlington Art Gallery and the Burlington Performing Arts Centre respectively; and

Direct the Chief Financial Officer to track and monitor the financial implications of the above service delivery program changes in the ongoing COVID-19 financial impact reporting to Council.",Yes,CARRIED
371,Special Meeting of Council,7/9/2020,Angelo Bentivegna,"Direct the Executive Director of Environment, Infrastructure and Community Services to implement the short-term strategy to manage beach user capacity and parking at Beachway Park as part of the City of Burlington COVID-19 emergency response, charging the associated costs to the COVID-19 account; and
Direct the Executive Director of Environment, Infrastructure and Community Services to work with the Region of Halton to investigate opportunities to implement reserved, paid parking at Beachway Park and report to council by March 2021 on options.",Yes,CARRIED
372,Special Meeting of Council,7/9/2020,Angelo Bentivegna,Waive the rules of procedure to bring forward Item 5.2 (CSSRA-05-20) without notice.,Yes,CARRIED
373,Special Meeting of Council,7/28/2020,Marianne Meed Ward,"Direct the Director of Community Planning to submit the appendices as amended to community planning department report PL-42-20 as the City of Burlington submission on the proposed Amendment 1 to the Growth Plan for the Greater Golden Horseshoe, 2019 by the comment submission deadline of July 31, 2020. With the following amendments made at its Council meeting of July 28, 2020:



To update the first sentence of Comments related to policy 2.2.5.10 c)  Employment/MTSA:

 In general, the City supports the intent of this policy change, but notes this proposed policy presents challenges related to a municipalitys ability to plan for its MTSAs in a timely manner.

To update the last paragraph of Proposed Alternative, if any related to policy 2.2.5.10 c)  Employment/MTSA:

The City needs more tools to ensure the development of complete communities in MTSAs, such as policy direction that requires the retention of a minimum gross floor area and/or minimum employment density of for employment uses after an employment conversion has occurred.


To add the following to Comments related to Proposed New Land Needs Assessment Methodology - Purpose and Objectives:

The City requests that the Province provide more funding as well as tools to support municipalities in their ability to plan for and provide public infrastructure such as schools, community centres, libraries, etc. over the long term to meet complete communities objectives to the 2051 planning horizon. 

To add the following to Comments related to policy 2.2.6.1 d)  Housing:

The City also requests that the Province provide stronger tools to assist municipalities in delivering more housing to a broad range of demographics and income levels. 

To update the following on page 4 of Appendix A - Cover Letter under Staff Analysis related to Updated Growth Forecast Numbers:

Additional guidance is required to ensure that this policy would be used appropriately and would require appropriate planning arguments for increased growth targets beyond the minimums established in A Place to Grow.

",Yes,CARRIED
374,Special Meeting of Council,7/28/2020,Marianne Meed Ward,"Approve By-law 2020.422, a By-law to amend Zoning By-law 2020 of the City of Burlington to permit temporary outdoor patios as a result of the COVID-19 pandemic recovery efforts; and
Repeal By-law 2020.421, a By-law to amend Zoning By-law 2020 of the City of Burlington to permit temporary outdoor patios as a result of the COVID-19 pandemic recovery efforts; and
Direct the Executive Director of Community Planning, Regulation and Mobility to report back in Q1 of 2021 regarding the amendments to the By-law regulating temporary outdoor patios including a review of the implementation process, feedback from the community and stakeholders and outlining options for the 2021 patio season. (SD-13-20)",Yes,CARRIED
375,Special Meeting of Council,7/28/2020,Marianne Meed Ward,"Receive and file Appendix A of city managers office report CM-23-20 providing interim service delivery modifications approved by the Burlington Leadership Team, Emergency Control Group and/or service leads for resumption of downtown paid parking and enforcement; and
Direct the Chief Financial Officer to track and monitor the financial implications of the above service delivery program changes in the ongoing COVID-19 financial impact reporting to Council.",Yes,CARRIED
376,Special Meeting of Council,7/28/2020,Marianne Meed Ward,"Approve the amendment to City of Burlington By-law 62-2020 being a By-law to Impose Regulations Requiring the Wearing of Masks or Other Face Coverings Within Enclosed Spaces Open to the Public, as attached in Appendix A in a form satisfactory to the City Solicitor.",Yes,CARRIED
377,Special Meeting of Council,7/28/2020,Marianne Meed Ward,"Enact and pass the following by-laws which are now introduced, entitled and numbered as indicated below:",Yes,CARRIED
378,Special Meeting of Council,7/28/2020,Marianne Meed Ward,"Amend the City of Burlington submission on the proposed Amendment 1 to the Growth Plan for the Greater Golden Horseshoe, 2019 as detailed below:

To update the first sentence of Comments related to policy 2.2.5.10 c)  Employment/MTSA:

 In general, the City supports the intent of this policy change, but notes this proposed policy presents challenges related to a municipalitys ability to plan for its MTSAs in a timely manner.

To update the last paragraph of Proposed Alternative, if any related to policy 2.2.5.10 c)  Employment/MTSA:

The City needs more tools to ensure the development of complete communities in MTSAs, such as policy direction that requires the retention of a minimum gross floor area and/or minimum employment density of for employment uses after an employment conversion has occurred.


To add the following to Comments related to Proposed New Land Needs Assessment Methodology - Purpose and Objectives:

The City requests that the Province provide more funding as well as tools to support municipalities in their ability to plan for and provide public infrastructure such as schools, community centres, libraries, etc. over the long term to meet complete communities objectives to the 2051 planning horizon. 

To add the following to Comments related to policy 2.2.6.1 d)  Housing:

The City also requests that the Province provide stronger tools to assist municipalities in delivering more housing to a broad range of demographics and income levels. 

To update the following on page 4 of Appendix A - Cover Letter under Staff Analysis related to Updated Growth Forecast Numbers:

Additional guidance is required to ensure that this policy would be used appropriately and would require appropriate planning arguments for increased growth targets beyond the minimums established in A Place to Grow.",Yes,CARRIED
